KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_5183	Q88CJ7	spuB	Glutamylpolyamine synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism	BRENDA		6.3.1.2	Ligases		Ovis aries AND Mus musculus AND Medicago truncatula
PP_5184	Q88CJ6	spuI	Glutamylpolyamine synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism	BRENDA		6.3.1.2	Ligases		Ovis aries AND Mus musculus AND Medicago truncatula
PP_5299	Q88C84	puuA-II	Glutamate-putrescine ligase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism	BRENDA		6.3.1.2	Ligases		Ovis aries AND Mus musculus AND Medicago truncatula
PP_0495	Q88QJ6	ansA	Type 1 L-asparaginase	1	4.91	0	1	5.25	0	0	0.0		S_Alanine_and_Aspartate_Metabolism	BRENDA		3.5.1.1	Hydrolases		Pectobacterium carotovorum
PP_1160	Q88NP7		Asparaginase family protein	1	4.86	0	1	4.65	0	0	0.0		S_Alanine_and_Aspartate_Metabolism	BRENDA		3.5.1.1	Hydrolases		Pectobacterium carotovorum
PP_2518	Q88JX5	galA	Gallate dioxygenase	2	5.95	0	0	0.0	0	0	0.0	Fe(2+) (Fe)	S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism	BRENDA		1.13.11.57	Oxidoreductases	" Nogales, J.; Canales, A.; Jimenez-Barbero, J.; Garcia, J.L.; Diaz, E.: Molecular characterization of the gallate dioxygenase from Pseudomonas putida KT2440. The prototype of a new subgroup of extradiol dioxygenases:: J. Biol. Chem. (2005) 280, 35382-35390. {Pubmed:16030014}"	Pseudomonas putida
PP_3945	Q88FY1	nicX	2,5-dihydroxypyridine 5,6-dioxygenase	0	0.0	0	2	4.06	0	0	0.0	Fe(2+) (Fe)	S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway	BRENDA		1.13.11.9	Oxidoreductases	" Nozaki, M.: Nonheme iron dioxygenase:: Mol. Mech. Oxygen Activ. (Hayaishi, O., ed.) Academic Press, New York (1974) , 135-165. {Pubmed:} AND  Gauthier, J.J.; Rittenberg, S.C.: The metabolism of nicotinic acid. I. Purification and properties of 2,5-dihydroxypyridine oxygenase from Pseudomonas putida N-9:: J. Biol. Chem. (1971) 246, 3737-3742. {Pubmed:5578917} AND  Jimenez, J.; Canales, A.; Jimenez-Barbero, J.; Ginalski, K.; Rychlewski, L.; Garcia, J.; Diaz, E.: Deciphering the genetic determinants for aerobic nicotinic acid degradation: The nic cluster from Pseudomonas putida KT2440:: Proc. Natl. Acad. Sci. USA (2008) 105, 11329-11334. {Pubmed:18678916}"	Pseudomonas putida
PP_0328	Q88R06	fdhA	Formaldehyde dehydrogenase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Formaldehyde_Metabolism	BRENDA		1.2.1.46	Oxidoreductases	" Ogushi, S.; Ando, M.; Tsuru, D.: Formaldehyde dehydrogenase from Pseudomonas putida: the role of a cysteinyl residue in the enzyme activity:: Agric. Biol. Chem. (1986) 50, 2503-2507. {Pubmed:}"	Pseudomonas putida AND Homo sapiens AND Mus musculus
PP_1308	Q88NA4	mdeA	L-methionine gamma-lyase	0	0.0	0	0	0.0	0	0	0.0		S_Methionine_Metabolism	BRENDA		4.4.1.11	Lyases		Pseudomonas sp.
PP_3433	Q88HC7	hpd	4-hydroxyphenylpyruvate dioxygenase	0	0.0	0	2	5.42	0	0	0.0	Fe cation (Fe)	S_Aromatic_Compounds_Degradation__Homogentisate_pathway	BRENDA		1.13.11.27	Oxidoreductases	" Hawkes, T.R.; Langford, M.P.; Viner, R.; Blain, R.E.; Callaghan, F.M.; Mackay, E.A.; Hogg, B.V.; Singh, S.; Dale, R.P.: Characterization of 4-hydroxyphenylpyruvate dioxygenases, inhibition by herbicides and engineering for herbicide tolerance in crops:: Pestic. Biochem. Physiol. (2019) 156, 9-28. {Pubmed:31027586}"	Pseudomonas sp. AND Homo sapiens
PP_0597	Q88Q97	mmsA-I	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism	BRENDA		1.2.1.27	Oxidoreductases		Pyricularia oryzae
PP_4667	Q88E01	mmsA-II	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism	BRENDA		1.2.1.27	Oxidoreductases		Pyricularia oryzae
PP_4012	Q88FS1	idh	Isocitrate dehydrogenase [NADP]	0	0.0	0	9	4.79	0	0	0.0	Mn(2+) (Mn)	S_TCA_Cycle	BRENDA		1.1.1.42	Oxidoreductases		Rattus norvegicus AND Arabidopsis thaliana
PP_1636	Q88MD7	dgkA-I	Diacylglycerol kinase	0	3.86	0	8	5.73	0	0	0.0		S_Glycerophospholipid_Metabolism	BRENDA		2.7.1.107	Transferases		Rattus norvegicus AND Homo sapiens
PP_2973	Q88IM6	dgkA-II	Diacylglycerol kinase	0	3.86	0	3	4.84	0	0	0.0		S_Glycerophospholipid_Metabolism	BRENDA		2.7.1.107	Transferases		Rattus norvegicus AND Homo sapiens
PP_4116	Q88FI0	aceA	Isocitrate lyase	1	5.4	1	6	4.76	1	0	0.0		S_TCA_Cycle	BRENDA		4.1.3.1	Lyases		Ricinus communis AND Chlamydomonas reinhardtii
PP_3819	Q88GA5	gor	Glutathione reductase	1	3.03	0	1	5.24	0	1	9.15		Unassigned	BRENDA		1.8.1.7	Oxidoreductases		Saccharomyces cerevisiae
PP_3839	Q88G86	adhP	alcohol dehydrogenase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon AND S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway	BRENDA		1.1.1.1	Oxidoreductases		Saccharomyces cerevisiae AND Arabidopsis thaliana AND Equus caballus
pWW0_097	P06622	xylE	Metapyrocatechase	0	0.0	0	2	5.07	0	0	0.0	Fe(2+) (Fe)	S_Aromatic_Compounds_Degradation__Toluene_Pathway	BRENDA		1.13.11.2	Oxidoreductases		Stenotrophomonas maltophilia AND Variovorax sp. AND Stutzerimonas stutzeri
PP_0897	Q88PF3		Fumarate hydratase class I	0	0.0	0	0	0.0	0	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_TCA_Cycle	"Well-known affected protein (https://doi.org/10.1016/j.bbrc.2022.05.017,  ; BRENDA"		4.2.1.2	Lyases		Sus scrofa
PP_0944	Q88PA6	fumC-I	Fumarate hydratase class II	1	4.56	0	2	5.06	0	0	0.0		S_TCA_Cycle	BRENDA		4.2.1.2	Lyases		Sus scrofa
PP_1755	Q88M20	fumC	Fumarate hydratase class II	1	4.56	0	4	5.0	0	0	0.0		S_TCA_Cycle	BRENDA		4.2.1.2	Lyases		Sus scrofa
PP_5063	Q88CW7	betB	Betaine aldehyde dehydrogenase	1	3.83	1	7	5.49	1	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism	BRENDA		1.2.1.8	Oxidoreductases		Sus scrofa
PP_4189	Q88FA9	sucA	2-oxoglutarate dehydrogenase E1 component	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle AND S_Lysine_Metabolism	BRENDA		1.2.4.2	Oxidoreductases		Sus scrofa AND Cavia porcellus
PP_2334	Q88KF6	prpB	2-methylisocitrate lyase	0	0.0	0	5	4.61	1	0	0.0		S_Alternate_Carbon__Propanoate_Metabolism	BRENDA		4.1.3.30	Lyases	" Tabuchi, T.; Satoh, T.: Purification and properties of methylisocitrate lyase, a key enzyme in propionate metabolism, from Candida lipolytica:: Agric. Biol. Chem. (1977) 41, 169-174. {Pubmed:} (c)"	Yarrowia lipolytica
PP_2335	Q88KF5	prpC	Citrate synthase	1	5.31	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Propanoate_Metabolism	BRENDA		2.3.3.5	Transferases	" Uchiyama, H.; Tabuchi, T.: Properties of methylcitrate synthase from Candida lipolytica:: Agric. Biol. Chem. (1976) 40, 1411-1418. {Pubmed:}"	Yarrowia lipolytica
PP_5085	Q88CU5	maeB	NADP-dependent malic enzyme	1	5.28	0	0	0.0	0	0	0.0	Mn(2+) (Mn) AND Mn(2+) (Mn)	S_TCA_Cycle	BRENDA		1.1.1.40	Oxidoreductases		Zea mays
PP_0026	Q88RV3		Cobalt/cadmium/zinc exporter	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance				Unk		
PP_0037	Q88RU2	oprP	Porin P	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_0041	Q88RT8	cadA-I	P-type Zn(2+) transporter	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance			7.2.2.12	Translocases		
PP_0058	Q88RS1		1-acyl-sn-glycerol-3-phosphate acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.3.1.51	Transferases		
PP_0059	Q88RS0	gmhB	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	0	3.8	0	10	4.5	3	0	0.0	Zn(2+) (Zn)	S_Histidine_Metabolism AND S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_			3.1.3.82	Hydrolases		
PP_0063	Q88RR6		Lipid A biosynthesis lauroyl acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.3.1.-	Transferases		
PP_0067	Q88RR2	fmt	Methionyl-tRNA formyltransferase	0	0.0	0	3	4.92	0	0	0.0		S_tRNA_Charging			2.1.2.9	Transferases		
PP_0073	Q88RQ6	hemF	Oxygen-dependent coproporphyrinogen-III oxidase	1	5.53	0	7	4.57	0	0	0.0	a divalent metal cation (Fe_Generic_Divalent_Cation)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			1.3.3.3	Oxidoreductases		
PP_0074	Q88RQ5	aroE	Shikimate dehydrogenase (NADP(+))	0	6.16	0	5	4.91	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			1.1.1.25	Oxidoreductases		
PP_0077	Q88RQ2	betC	Choline-sulfatase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.1.6.6	Hydrolases		
PP_0110	Q88RL9	cyoE1	Protoheme IX farnesyltransferase 1	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.5.1.141	Transferases		
PP_0121	Q88RK8	thrB	Homoserine kinase	0	0.0	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			2.7.1.39	Transferases		
PP_0129	Q88RK0		diguanylate cyclase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.7.7.65	Transferases		
PP_0137	Q88RJ2	gltP	Probable proton/glutamate-aspartate symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0145	Q88RI4	yjbB	Na+/Pi-cotransporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0147	Q88RI2	citN	Citrate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0154	Q88RH5	scpC	Propionyl-CoA:succinate CoA transferase	0	7.01	0	0	0.0	0	0	0.0		S_Alternate_Carbon AND Unassigned			2.8.3.18	Transferases		
PP_0158	Q88RH2	gcdH	glutaryl-CoA dehydrogenase (ETF)	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			1.3.8.6	Oxidoreductases		
PP_0165	Q88RG5		GGDEF domain protein	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism				Unk		
PP_0169	Q88RG1		Dioxygenase, TauD/TfdA family	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism			1.14.11.17	Oxidoreductases		
PP_0184	P59618	argH	Argininosuccinate lyase	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.3.2.1	Lyases		
PP_0186	Q88RE5	hemC	Porphobilinogen deaminase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.5.1.61	Transferases		
PP_0187	Q88RE4	hemD	Uroporphyrinogen-III synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			4.2.1.75	Lyases		
PP_0188	Q88RE3		Uroporphyrin-III C-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.107	Transferases		
PP_0189	Q88RE2		Heme biosynthesis protein	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism				Unk		
PP_0203	Q88RC9		Dipeptidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_0209	Q88RC3	tauB-I	ATP-binding taurine transporter subunit	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system			7.6.2.14	Translocases		
PP_0213	Q88RC0	davD	Glutarate-semialdehyde dehydrogenase	1	3.83	1	3	4.45	0	0	0.0		S_Glutamate_Metabolism AND S_Lysine_Metabolism			1.2.1.-	Oxidoreductases		
PP_0214	Q88RB9	davT	5-aminovalerate aminotransferase DavT	0	0.0	0	2	4.29	0	0	0.0		S_Glutamate_Metabolism AND S_Lysine_Metabolism			2.6.1.48	Transferases		
PP_0217	Q88RB6	desA	Delta-9 fatty acid desaturase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis				Unk		
PP_0228	Q88RA5		serine O-acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cysteine_Metabolism			2.3.1.30	Transferases		
PP_0229	Q88RA4	betT-II	Choline/carnitine/betaine transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0230	Q88RA3	tauD	Alpha-ketoglutarate-dependent taurine dioxygenase	0	0.0	0	7	4.02	0	0	0.0	Fe(2+) (Fe)	S_Sulfur_Metabolism			1.14.11.17	Oxidoreductases		
PP_0232	Q88RA1	tauB	Taurine import ATP-binding protein TauB	0	0.0	0	2	5.38	0	0	0.0		S_Transport__ABC_system			7.6.2.7	Translocases		
PP_0234	Q88R99	oprE	Outer-membrane porin E	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_0236	Q88R97	ssuE	FMN reductase (NADPH)	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.5.1.38	Oxidoreductases		
PP_0238	Q88R95	ssuD	Alkanesulfonate monooxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism			1.14.14.5	Oxidoreductases		
PP_0253	A5VX32	pckA	Phosphoenolpyruvate carboxykinase (ATP)	0	0.0	0	9	4.75	0	0	0.0	Mn(2+) (Mn)	S_Gluconeogenesis			4.1.1.49	Lyases		
PP_0260	Q88R74	nudE	ADP-sugar pyrophosphorylase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism				Unk		
PP_0261	Q88R73	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	0	0.0	0	3	4.5	0	0	0.0		S_Sulfur_Metabolism			3.1.3.7	Hydrolases		
PP_0262	Q88R72		Thioesterase putative domain-containing protein	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis				Unk		
PP_0265	Q88R69	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	2	3.81	0	1	3.8	0	0	0.0		S_Alginate_biosynthesis			5.1.3.13	Isomerases		
PP_0266	Q88R68	aguA	Agmatine deiminase	1	3.87	1	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			3.5.3.12	Hydrolases		
PP_0284	Q88R50	gabP-I	Gamma-aminobutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0289	Q88R45	hisB	Imidazoleglycerol-phosphate dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Histidine_Metabolism			4.2.1.19	Lyases		
PP_0292	Q88R42	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	0	3.81	0	0	0.0	0	0	0.0		S_Histidine_Metabolism			5.3.1.16	Isomerases		
PP_0297	Q88R37	tdcG-I	L-serine dehydratase	0	0.0	0	0	0.0	0	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Glycine__Serine_and_threonine_metabolism			4.3.1.17	Lyases		
PP_0301	Q88R33		Betainyl-CoA thiolase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.1.2.33	Hydrolases		
PP_0302	Q88R32	lcdH	L-carnitine dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			1.1.1.108	Oxidoreductases		
PP_0303	Q88R31		Dehydrocarnitine cleavage enzyme	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			2.3.1.317	Transferases		
PP_0321	Q88R13	ltaE	L-threonine aldolase	0	0.0	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			4.1.2.48	Lyases		
PP_0322	Q88R12	glyA1	Serine hydroxymethyltransferase 1	0	0.0	0	5	4.91	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate AND S_Glycine__Serine_and_threonine_metabolism			2.1.2.1	Transferases		
PP_0327	Q88R07	purU-I	Formyltetrahydrofolate deformylase	0	3.86	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate			3.5.1.10	Hydrolases		
PP_0338	Q88QZ6	aceF	Acetyltransferase component of pyruvate dehydrogenase complex	0	0.0	0	0	0.0	0	0	0.0		S_Gluconeogenesis			2.3.1.12	Transferases		
PP_0339	Q88QZ5	aceE	Pyruvate dehydrogenase E1 component	0	0.0	0	0	0.0	0	0	0.0		S_Gluconeogenesis			1.2.4.1	Oxidoreductases		
PP_0341	Q88QZ3	waaF	lipopolysaccharide heptosyltransferase II	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.4.99.24	Transferases		
PP_0342	Q88QZ2	waaC	Lipopolysaccharide heptosyltransferase 1	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.4.99.23	Transferases		
PP_0343	Q88QZ1	waaG	Lipopolysaccharide glucosyltransferase I	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis				Unk		
PP_0344	Q88QZ0	waaP	Lipopolysaccharide core heptose(I) kinase	0	3.86	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis			2.7.1.-	Transferases		
PP_0345	Q88QY9		Heptose kinase WapP	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis				Unk		
PP_0346	Q88QY8		Heptose kinase WapQ	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis				Unk		
PP_0356	Q88QX8	glcB	Malate synthase G	1	4.69	0	5	4.66	0	0	0.0		S_TCA_Cycle			2.3.3.9	Transferases		
PP_0362	Q88QX2	bioB	Biotin synthase	0	0.0	0	7	4.32	6	0	0.0	[4Fe-4S] cluster (Fe4S4) AND [2Fe-2S] cluster ([2Fe-2S] cluster)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis	Biotin synthase (BioB) is susceptible to degradation, particularly when exposed to oxidative conditions, because its catalytic activity causes the iron-sulfur clusters that are essential for function to be destroyed ( DOI: 10.1021/bi0104625, 10.1111/j.13652958.2006.05028.x)		2.8.1.6	Transferases		
PP_0363	Q88QX1	bioF	8-amino-7-oxononanoate synthase	0	0.0	0	6	4.39	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis			2.3.1.47	Transferases		
PP_0364	Q88QX0	bioH	Pimeloyl-[acp] methyl ester esterase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis			3.1.1.85	Hydrolases		
PP_0365	Q88QW9	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis			2.1.1.197	Transferases		
PP_0366	Q88QW8	bioD	ATP-dependent dethiobiotin synthetase BioD	0	3.88	0	5	5.79	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis			6.3.3.3	Ligases		
PP_0368	Q88QW6		3-methylmercaptopropionyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_Fatty_Acid_Metabolism			1.3.99.41	Oxidoreductases		
PP_0370	Q88QW4		3-methylmercaptopropionyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			1.3.99.41	Oxidoreductases		
PP_0378	Q88QV6	pqqC	Pyrroloquinoline-quinone synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis___Pyrroloquinoline_quinone_biosynthesis			1.3.3.11	Oxidoreductases		
PP_0381	Q88QV3	pqqF	Coenzyme PQQ synthesis protein F	0	3.85	0	2	4.91	0	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis___Pyrroloquinoline_quinone_biosynthesis			3.4.24.-	Hydrolases		
PP_0382	Q88QV2	davA	5-aminopentanamidase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			3.5.1.30	Hydrolases		
PP_0383	Q88QV1	davB	Tryptophan 2-monooxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			1.13.12.3	Oxidoreductases		
PP_0391	Q88QU5	plsY	Glycerol-3-phosphate acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.3.1.275	Transferases		
PP_0392	Q88QU4	folB	7,8-dihydroneopterin aldolase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			4.1.2.25	Lyases		
PP_0393	Q88QU3		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			2.7.6.3	Transferases		
PP_0399	Q88QT8	apaH	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	0	0.0	0	0	0.0	0	1	0.0		S_Purine_Metabolism			3.6.1.41	Hydrolases		
PP_0411	Q88QS7	potA	Spermidine/putrescine import ATP-binding protein PotA	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system			7.6.2.11	Translocases		
PP_0418	Q88QS0	estP	Esterase EstP	1	4.35	0	0	0.0	0	1	4.0		S_Fatty_Acid_Metabolism			3.1.1.1	Hydrolases		
PP_0421	Q88QR7	trpD	Anthranilate phosphoribosyltransferase	0	0.0	0	4	5.18	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			2.4.2.18	Transferases		
PP_0427	Q88QR1	coq7	3-demethoxyubiquinol 3-hydroxylase	0	0.0	0	2	5.24	0	0	0.0	Fe cation (Fe)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis			1.14.99.60	Oxidoreductases		
PP_0432	Q88QQ6	argC1	N-acetyl-gamma-glutamyl-phosphate reductase 1	1	3.87	1	0	0.0	0	0	0.0		S_Urea_cycleamino_group_metabolism			1.2.1.38	Oxidoreductases		
PP_0434	Q88QQ4	anmK	Anhydro-N-acetylmuramic acid kinase	0	0.0	0	3	6.03	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			2.7.1.170	Transferases		
PP_0436	Q88QQ2	tyrS	Tyrosine--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			6.1.1.1	Ligases		
PP_0437	Q88QQ1	birA	Bifunctional ligase/repressor BirA	0	0.0	0	3	4.81	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis			6.3.4.15	Ligases		
PP_0438	Q88QQ0	coaX	Type III pantothenate kinase	0	3.85	0	6	5.25	1	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			2.7.1.33	Transferases		
PP_0493	Q88QJ8	selA	L-seryl-tRNA(Sec) selenium transferase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			2.9.1.1	Transferases		
PP_0496	Q88QJ5		Sodium/alanine symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0500	Q88QJ2		dTDP-4-dehydrorhamnose reductase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			1.1.1.133	Oxidoreductases		
PP_0501	Q88QJ1		NAD-dependent epimerase/dehydratase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_			5.1.3.2	Isomerases		
PP_0514	Q88QH9	ribD	Riboflavin biosynthesis protein RibD	0	5.43	0	7	4.8	2	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			3.5.4.26	Hydrolases		
PP_0515	Q88QH8	ribE	Riboflavin synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			2.5.1.9	Transferases		
PP_0516	Q88QH7	ribAB-I	3,4-dihydroxy-2-butanone 4-phosphate synthase	0	0.0	0	6	5.53	0	0	0.0	Mn(2+) (Mn) AND Mn(2+) (Mn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			4.1.99.12	Lyases		
PP_0517	Q88QH6	ribH	6,7-dimethyl-8-ribityllumazine synthase	1	3.88	0	2	5.48	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			2.5.1.78	Transferases		
PP_0519	Q88QH4	thiL	Thiamine-monophosphate kinase	0	0.0	0	4	4.54	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism			2.7.4.16	Transferases		
